# Orbital parameters
# Apo    : Apocenter of the orbit
# Peri   : Pericenter of the orbit
# rE     : Guiding radius
# Ecc    : Eccentricity of the orbit 
# Max_Z  : Maximum vertical height
# Energy : Total energy
# Tr     : Radial period
# Tp     : Azimuthal period
# Tz     : Vertical period
# Lz     : Z-component of the angular momentum
# L      : Angular momentum
# Jacobi : Jacobi integral 
#
#
             NAME    Apo Apo_std   Peri Peri_std     rE rE_std   Ecc Ecc_std Max_Z Max_z_std     Energy Energy_std    Tr Tr_std    Tp Tp_std    Tz Tz_std       Lz  Lz_std        L    L_std      Jacobi Jacobi_std
         ngc_3114  8.625    0.02  8.162    0.007  8.394  0.008 0.028   0.001 0.043     0.004 -49968.575     50.396  0.16    0.0 0.215    0.0 0.079    0.0 2011.717   1.642    8.924  948.274  -107860.65      4.086
         ngc_3255   8.52   0.157  7.857     0.31  8.199  0.225 0.041   0.013  0.21     0.014 -51189.457   1412.638 0.156  0.005  0.21  0.006 0.082  0.003 1963.826  49.857   38.836  925.626  -107713.96     35.749
         ngc_3293  8.024   0.001  7.968    0.013  8.491  0.023 0.003   0.001 0.032     0.006 -49379.996     141.33 0.163  0.001 0.218  0.001  0.08    0.0 2027.049   4.499   12.147  953.576 -107713.859     15.593
         ngc_3324   8.03   0.007  8.025    0.007  7.687  0.291   0.0     0.0 0.025     0.005 -54590.825   2019.933 0.145  0.006 0.195  0.008 0.071  0.003 1855.674   70.46   11.022  872.072 -107972.851     53.839
         ngc_3330  8.094   0.003  6.363    0.037  7.244  0.018  0.12   0.003 0.141     0.005 -57785.112    135.157 0.135    0.0 0.183    0.0 0.068    0.0 1735.309   5.125     5.77   823.84 -107723.852     13.121
         ngc_3496  7.891   0.004  6.766    0.017  7.333  0.008 0.077   0.001 0.013     0.007 -57118.242     61.026 0.137    0.0 0.186    0.0 0.067    0.0 1771.194   2.125   -1.954  837.057 -108088.093      4.119
         ngc_3572  7.906   0.017  7.828    0.007  7.536  0.022 0.005   0.001 0.031     0.001 -55645.455    154.174 0.141    0.0 0.191  0.001 0.069    0.0 1821.693   4.986   -4.923  862.294 -108069.275      14.58
         ngc_3590  7.895   0.023  7.794    0.005  7.229  0.117 0.006   0.001 0.094     0.013 -57897.325    880.569 0.134  0.003 0.183  0.003 0.067  0.001 1742.237  30.862   58.116  804.739 -108031.695     24.285
         ngc_3680  8.268   0.023  7.964    0.021  8.128  0.014 0.019   0.002 0.332     0.006 -51642.085     91.399 0.155    0.0 0.208    0.0 0.087    0.0 1945.418   3.253   -5.514  937.552 -107625.306      7.893
         ngc_3766  8.019   0.027  7.761    0.003  7.978  0.025 0.016   0.002 0.029     0.006 -52623.608    165.435 0.151  0.001 0.203  0.001 0.074    0.0 1921.226   5.184   12.242  903.489 -107911.245     16.705
         ngc_3960  8.437   0.038  7.686     0.01  8.073  0.022 0.047   0.002 0.311     0.008 -51997.671    144.163 0.153    0.0 0.206  0.001 0.085    0.0 1931.467   4.815  -44.097  940.553 -107579.961     13.137
         ngc_4052  7.547   0.015  6.528    0.044  7.042  0.028 0.072   0.002 0.077     0.011 -59329.275    221.474  0.13  0.001 0.178  0.001 0.064    0.0 1706.509   7.003   46.926  789.148 -108435.501     21.253
         ngc_4103  7.977   0.119  7.666    0.018  8.043  0.403  0.02   0.007 0.063     0.003 -52195.994   2614.266 0.153  0.009 0.205  0.011 0.075  0.005 1932.111  80.299   10.796   912.71 -107791.841    314.492
         ngc_4337  7.783   0.015  6.627    0.029   7.22  0.013  0.08   0.003 0.272     0.007 -57965.797    101.139 0.134    0.0 0.183    0.0 0.072    0.0 1737.574   3.467  -70.183  853.121 -107967.085     20.371
         ngc_4349  7.616   0.018  7.105    0.068  7.361   0.04 0.035   0.004 0.057     0.006 -56913.768    297.219 0.137  0.001 0.186  0.001 0.068    0.0 1784.697   9.475   19.621  838.523 -108269.335     25.274
         ngc_4439  8.174   0.421  7.579    0.075  7.886  0.227 0.038   0.024 0.121     0.008 -53234.647    1513.97 0.149  0.005 0.201  0.006 0.075  0.003 1898.669  45.853   29.832  893.198 -107882.594    196.985
         ngc_4609  8.773   0.056  7.796     0.03   8.56  0.071 0.059   0.002 0.027     0.004 -48962.344    427.737 0.164  0.002  0.22  0.002 0.081  0.001 2033.306   13.97   -5.981  961.858 -107481.332     28.864
         ngc_4755  7.731   0.023  7.479    0.005  6.873  0.127 0.017   0.001 0.107     0.003 -60677.525   1023.658 0.127  0.003 0.173  0.003 0.063  0.001 1649.991  36.197   12.095  781.132 -108153.001      49.27
         ngc_4815   7.54   0.062  7.129    0.045  7.334  0.048 0.028   0.003 0.073     0.003 -57115.456    354.248 0.137  0.001 0.186  0.001 0.067  0.001  1778.94  10.619   18.447  833.959 -108309.747     49.624
         ngc_4852  7.733   0.021  6.743    0.302  7.242  0.151 0.068   0.022 0.098     0.003 -57798.713   1132.181 0.135  0.003 0.183  0.004 0.067  0.002  1751.71  38.653  -16.178   835.46 -108198.891     34.104
         ngc_5168  7.454   0.177  6.007    0.536  6.739  0.332 0.108   0.038 0.096     0.004 -61772.822   2730.256 0.124  0.007  0.17  0.009 0.061  0.004 1627.335  89.017   18.586  767.014 -108591.434    214.234
         ngc_5269  8.662   0.107  7.386    0.036   8.03  0.071  0.08   0.004 0.008     0.005 -52281.761    466.916 0.152  0.002 0.205  0.002 0.075  0.001 1923.427  14.418   -0.531  907.543 -107627.099     52.805
         ngc_5281  7.725   0.066  7.423     0.03  7.488   0.06  0.02   0.003 0.029     0.009 -55993.961    433.209  0.14  0.001  0.19  0.002 0.069  0.001 1813.329  13.385   18.961  849.805  -108178.17     48.912
         ngc_5288  7.693   0.056  6.726    0.078  7.213  0.064 0.067   0.003 0.085     0.006 -58015.845    484.058 0.134  0.001 0.182  0.002 0.066  0.001  1745.68  14.889    22.96  814.314 -108256.117     58.342
         ngc_5316  7.549   0.017  7.205    0.099  7.379  0.052 0.023   0.007 0.092     0.008 -56780.405    382.492 0.138  0.001 0.187  0.001 0.068  0.001 1789.169  12.117  -14.196  860.175 -108268.851     34.608
         ngc_5381  7.504   0.034  7.019    0.025  7.266  0.026 0.033   0.002 0.118     0.005 -57622.606    197.621 0.135  0.001 0.184  0.001 0.068    0.0 1762.205   5.867   44.804  824.006 -108334.902     29.664
         ngc_5460   7.94   0.029   6.95    0.242  7.456  0.109 0.066   0.019 0.197     0.006 -56223.934      786.4  0.14  0.002 0.189  0.003 0.072  0.001 1796.592  28.388  -33.178  865.728 -107927.565     39.579
         ngc_5662   8.13   0.035  7.656    0.027  7.896   0.03  0.03   0.001 0.132     0.006 -53164.996    201.873 0.149  0.001 0.201  0.001 0.075    0.0 1901.705   6.648   70.692  883.426 -107891.004     11.744
         ngc_5715   7.42   0.054  6.943    0.048  7.184  0.047 0.033   0.003 0.092     0.002 -58237.931    358.537 0.134  0.001 0.181  0.001 0.066  0.001 1744.661   10.59   -3.417  828.697 -108442.071     54.708
         ngc_5749  8.119   0.072  7.495    0.034   7.81   0.05  0.04   0.003 0.116     0.004  -53741.14    338.053 0.147  0.001 0.199  0.001 0.074    0.0 1882.229  10.699   15.915   889.69 -107905.268     31.423
         ngc_5764  7.154   0.088  6.841    0.078  7.004  0.079 0.023   0.003  0.23     0.007 -59627.991    622.721  0.13  0.002 0.177  0.002 0.069  0.001  1699.94  18.241   11.829  811.844 -108546.272     98.341
         ngc_5822  8.243   0.024    7.4    0.032  7.825  0.027 0.054   0.001 0.081     0.002 -53642.116    180.911 0.148  0.001 0.199  0.001 0.073    0.0 1883.853   5.985   -7.258  894.161 -107855.352     10.091
         ngc_5823  8.115   0.328  7.073    0.043  7.602  0.167 0.069    0.02  0.11     0.004 -55183.192   1175.854 0.143  0.004 0.193  0.005 0.071  0.002 1831.463   32.31   -18.39  874.537 -107876.196    250.438
         ngc_5925  7.372   0.276  6.793    0.349  7.076   0.27  0.05   0.024  0.08     0.006 -59068.768   2076.995 0.131  0.006 0.179  0.007 0.065  0.003 1719.715  62.896   33.622  806.176 -108553.679    288.525
         ngc_5999  6.321   0.031   5.13    0.069  5.734  0.048 0.104   0.005 0.086     0.006 -71084.205    495.482 0.102  0.001 0.143  0.001 0.051    0.0 1394.359  12.769    30.14  644.969 -111210.381    129.586
         ngc_6005  6.631    0.01    5.4     0.04  6.024  0.023 0.102   0.003 0.107     0.004  -68174.09     218.15 0.108    0.0 0.151  0.001 0.054    0.0 1463.548   6.245   14.135  695.552 -110290.288     40.443
         ngc_6025  8.151   0.021  6.481    0.065  7.328  0.032 0.114   0.005 0.072     0.004 -57156.998    239.344 0.137  0.001 0.186  0.001 0.067    0.0 1757.695   8.856   10.221  833.464 -107740.837     33.384
         ngc_6031  7.332   0.101  7.016    0.038  7.175  0.069 0.022   0.004 0.031     0.007 -58303.946    526.142 0.133  0.002 0.181  0.002 0.065  0.001  1744.61  15.217    2.682  825.513 -108507.783       88.3
         ngc_6067  7.026   0.103  6.745    0.042  6.887  0.071 0.021   0.005 0.069     0.006 -60565.917    570.878 0.127  0.002 0.173  0.002 0.063  0.001 1678.841  15.827    9.017  796.198 -108880.897    115.588
         ngc_6087  7.969    0.03  7.103     0.15  7.479  0.061 0.058   0.011 0.088     0.005  -56058.94      441.7  0.14  0.001  0.19  0.002 0.069  0.001 1805.115  15.338   14.226  855.828 -108000.401     24.912
         ngc_6124  8.772   0.065  7.779    0.009   8.28  0.035  0.06   0.003 0.097     0.002 -50679.129    218.299 0.158  0.001 0.212  0.001 0.079    0.0 1981.279   6.794  -10.885  941.667 -107695.019     23.803
         ngc_6134  8.324   0.063  7.383    0.016  7.862  0.036  0.06   0.003   0.2     0.012 -53390.279    242.256 0.149  0.001   0.2  0.001 0.077  0.001 1887.713   7.323   119.12  862.605 -107713.441     37.025
         ngc_6152  7.151   0.052  6.361    0.077   6.76  0.063 0.058   0.003 0.067     0.004 -61600.409    521.579 0.124  0.001  0.17  0.002 0.061  0.001 1645.505  14.885   16.383  769.447 -108949.855     93.688
         ngc_6167   7.47   0.086  7.183    0.049  7.307  0.068  0.02   0.004 0.015     0.007 -57314.614    509.254 0.136  0.002 0.185  0.002 0.067  0.001  1774.13  15.177    6.726  833.942 -108368.576     72.901
         ngc_6192  8.313   0.081  6.761    0.065  7.545  0.066 0.103   0.004  0.09     0.005 -55587.484    470.872 0.141  0.001 0.192  0.002  0.07  0.001  1809.36  14.547   16.366   853.34 -107651.506     69.574
         ngc_6193  7.267   0.027   7.17    0.037  8.703  0.381 0.007   0.002 0.015     0.003 -48112.477    2201.79 0.167  0.008 0.224  0.011 0.085  0.005 1999.666  44.108   77.863  923.642 -105686.609    953.191
         ngc_6208  8.396   0.099  7.294    0.041  7.852  0.069  0.07   0.003 0.156     0.007 -53459.753    464.027 0.148  0.002   0.2  0.002 0.076  0.001  1884.55  14.396   19.574  901.282 -107692.458     51.234
         ngc_6216  6.616   0.302  6.098    0.145  6.379  0.188 0.041   0.021 0.025     0.005  -64874.89   1672.189 0.116  0.004  0.16  0.005 0.057  0.002 1560.821  41.188   -5.072  739.728 -109802.857    495.943
         ngc_6231  7.007   0.111  6.976    0.097  7.023  0.364 0.009   0.008 0.052     0.001 -59481.076   2691.432  0.13  0.008 0.177   0.01 0.064  0.004 1710.541  75.837    -3.75   810.88 -108531.599    854.281
         ngc_6242  7.984   0.076  7.098    0.012  7.406   0.07 0.059   0.005 0.086     0.002 -56585.844    508.036 0.138  0.002 0.188  0.002 0.069  0.001 1786.105  18.662    8.849  844.749 -107974.774     89.382
         ngc_6253  6.999   0.006  5.512    0.039  6.273  0.019 0.119   0.004 0.213     0.007  -65833.42    178.111 0.114    0.0 0.158    0.0  0.06    0.0 1512.286    5.74    24.08  731.672 -109353.105     18.871
         ngc_6259  6.349   0.094  5.839    0.149  6.093  0.118 0.042   0.007  0.04     0.006 -67514.111   1133.302  0.11  0.003 0.152  0.003 0.054  0.001 1493.565  28.751   11.054  699.588  -110494.42    306.518
         ngc_6268  7.659   0.059  6.812    0.039  7.239  0.045 0.059   0.003 0.064     0.003 -57825.734    341.614 0.135  0.001 0.183  0.001 0.066    0.0   1753.6    9.97   12.598  826.974 -108288.805     56.785
         ngc_6281  8.082   0.033   7.71     0.02  7.898  0.025 0.024   0.001 0.072     0.005 -53150.183    165.742 0.149  0.001 0.201  0.001 0.074    0.0 1904.065   5.345  -11.006  908.923 -107943.926     12.552
         ngc_6318  6.142     0.1   6.12    0.098  5.842  0.125 0.002     0.0 0.007     0.002 -69975.359   1262.985 0.104  0.003 0.146  0.003 0.051  0.001 1432.703  30.686    6.895  673.176 -111199.015    380.658
         ngc_6322  7.234   0.051  7.045    0.115    7.7  0.235 0.013   0.007 0.046     0.006  -54495.72   1614.514 0.145  0.005 0.196  0.007 0.071  0.003 1846.527  36.467    9.089    872.1 -107653.319    601.209
         ngc_6383  7.163   0.047  7.054    0.047  7.735   0.07 0.007     0.0  0.05     0.004 -54257.856    481.006 0.146  0.002 0.197  0.002 0.073  0.001 1836.525  13.973   70.875  851.057  -107109.78    114.589
         ngc_6396  6.243   0.085  6.175    0.093  5.949  0.107 0.005   0.001 0.047     0.003 -68909.558   1059.142 0.107  0.002 0.149  0.003 0.053  0.001 1457.921  26.366   10.485  686.121  -110877.51    300.989
         ngc_6400  7.259   0.045  7.189    0.035  7.225  0.038 0.005   0.002 0.046     0.004 -57930.787     283.87 0.134  0.001 0.183  0.001 0.066    0.0 1756.233   8.438   11.866  822.649 -108469.531     41.074
         ngc_6404  6.643   0.052  5.654    0.045  6.153  0.048  0.08   0.001  0.03     0.005 -66944.517    453.341 0.111  0.001 0.154  0.001 0.054    0.0  1501.03  11.313    6.081  708.243 -110140.819    128.003
         ngc_6405  7.958   0.022  7.882     0.03  7.863  0.025 0.005   0.001 0.044     0.007 -53383.375    167.129 0.149  0.001   0.2  0.001 0.073    0.0  1897.52    5.48   -4.792  901.634  -107988.93      9.801
         ngc_6416  7.434   0.189  6.867    0.131  7.166  0.053 0.039   0.021 0.112      0.01 -58375.601    403.003 0.133  0.001 0.181  0.001 0.066  0.001 1738.728   9.953    0.335  837.368 -108432.824    159.919
         ngc_6425  8.251   0.053  7.305    0.032  7.785  0.039 0.061   0.002 0.145      0.01 -53912.536    264.688 0.147  0.001 0.198  0.001 0.074    0.0 1872.316   8.418   88.751  861.933 -107794.097     28.808
         ngc_6444  6.668   0.079  6.303    0.073  6.491  0.075 0.028   0.001 0.159     0.006 -63885.789    658.498 0.118  0.002 0.163  0.002  0.06  0.001 1584.742  17.587   22.356  762.149 -109490.534    152.639
         ngc_6451  5.951   0.023  5.587    0.054  5.771  0.035 0.031   0.004 0.049     0.001 -70706.077    354.752 0.103  0.001 0.144  0.001 0.051    0.0 1417.501     8.6   11.355  666.741 -111498.634    107.525
        pismis_12  8.758   0.039  7.702     0.13  8.239  0.077 0.064   0.007 0.144     0.006 -50939.352     484.05 0.157  0.002 0.211  0.002  0.08  0.001 1970.377  18.043   33.165  927.023 -107641.081     42.459
        pismis_15  8.543   0.013  7.148    0.068  7.854  0.037 0.089   0.004 0.138     0.004 -53444.181    251.763 0.148  0.001   0.2  0.001 0.075  0.001 1880.603   9.388   22.669  887.363 -107561.008     22.437
        pismis_16  8.565   0.061   8.36    0.014  8.777  0.193 0.012   0.003 0.061     0.011 -47683.868   1121.651 0.169  0.004 0.226  0.006 0.084  0.002  2089.84  37.502   20.559  981.862 -107826.653     46.765
        pismis_18  7.196   0.021  6.842    0.071  7.021  0.044 0.025   0.004 0.071     0.007 -59496.098      341.8  0.13  0.001 0.177  0.001 0.064    0.0 1709.109  10.195   42.013  795.269 -108678.995     48.734
         pismis_2  9.747   0.077  8.198    0.107  8.983  0.079 0.087   0.006 0.177     0.018 -46503.169    443.742 0.174  0.002 0.232  0.002  0.09  0.001 2122.562  17.593   55.548  977.008 -107581.537     78.246
        pismis_20  6.404   0.114  6.369    0.118  5.684  0.172 0.003     0.0 0.045     0.005 -71607.326   1819.752 0.101  0.004 0.142  0.004  0.05  0.002 1372.447  47.502    4.832  648.826 -111097.582    457.723
        pismis_21  6.352   0.097  6.344    0.094  5.965  0.151 0.001     0.0 0.073     0.006 -68749.764    1482.59 0.107  0.003 0.149  0.004 0.053  0.001 1458.869  38.094   29.051  675.668 -110723.236    386.862
        pismis_27 10.062   0.075  9.992    0.077  9.929  0.104 0.004     0.0 0.065     0.006 -41525.634    509.711 0.195  0.002 0.259  0.003 0.099  0.001 2328.785  21.932   27.481 1095.146 -108546.935    123.157
         pismis_3 10.301   0.133  8.785    0.031   9.55  0.076  0.08   0.006 0.145     0.019  -43441.53    394.353 0.186  0.002 0.248  0.002 0.096  0.001  2244.64  14.155  -28.487 1082.398 -108032.475     28.026
         pismis_4  9.403     0.5  8.451    0.045   8.93   0.26 0.053   0.026 0.052     0.006   -46804.4   1470.635 0.172  0.006  0.23  0.007 0.086  0.003 2122.326  49.538   31.515   992.44 -107876.923     51.995
         pismis_7 10.121   0.087  8.346    0.252  9.249  0.164 0.096   0.011 0.226     0.023 -45037.016    887.282 0.179  0.004  0.24  0.005 0.096  0.003 2173.424  38.185   85.607 1006.536 -107590.931    215.461
       platais_10  8.896    0.05  7.761     0.03  8.333  0.035 0.068   0.003 0.047     0.004 -50350.958     217.74 0.159  0.001 0.213  0.001 0.079    0.0 1991.456    7.28   -9.695  944.278 -107657.553      18.18
       ruprecht_1 10.689   0.136  8.661    0.031  9.691  0.077 0.105   0.006 0.249      0.01  -42720.33    392.643 0.189  0.002 0.252  0.002 0.103  0.001 2261.988  13.663   54.333 1054.473 -107809.626     33.351
      ruprecht_10 10.341   0.139  8.834    0.062  9.598  0.099 0.079   0.004 0.195     0.012 -43197.057    510.947 0.187  0.002  0.25  0.003 0.099  0.002 2253.356  19.372   44.996 1049.823 -108046.886     50.529
     ruprecht_100  7.599   0.018  6.391    0.056  7.002  0.028 0.087   0.005 0.014     0.005 -59650.029    218.002 0.129  0.001 0.177  0.001 0.063    0.0 1694.402   7.347    3.777  798.345 -108410.528      22.15
     ruprecht_101  7.883   0.027  6.306    0.048  7.104  0.028 0.111   0.004  0.07     0.014 -58852.615     213.78 0.132  0.001  0.18  0.001 0.065    0.0 1709.012   7.114   42.207  792.317 -108032.792     36.505
     ruprecht_102  9.031   0.108  7.114    0.111   8.08  0.103 0.119   0.005 0.051     0.013 -51950.614    669.438 0.153  0.002 0.206  0.003 0.076  0.001 1920.564  23.011  -12.189  914.437 -107207.112     55.402
     ruprecht_105  7.705   0.032  6.875    0.079  7.295  0.054 0.057   0.004 0.079     0.004 -57400.981    404.547 0.136  0.001 0.185  0.001 0.067  0.001 1766.293  12.818  -20.225  844.044 -108232.132     36.464
     ruprecht_107   7.47   0.099  6.886    0.046  7.182  0.071 0.041   0.004 0.139     0.012 -58255.343     537.84 0.133  0.002 0.181  0.002 0.067  0.001 1742.058   15.77   44.325  804.273 -108383.977     84.832
     ruprecht_111  7.969   0.035  6.891    0.049  7.436   0.04 0.073   0.002  0.12     0.009 -56365.022    293.311 0.139  0.001 0.188  0.001  0.07    0.0 1793.477   9.392   74.487  827.779 -107974.679     25.961
     ruprecht_112  8.127    0.05  6.686    0.014  7.417   0.03 0.097   0.003 0.145     0.007 -56502.444    217.693 0.139  0.001 0.188  0.001  0.07    0.0 1781.531   5.951   42.075  820.801 -107772.574     49.064
     ruprecht_115  6.762   0.088  5.452     0.15  6.116  0.117 0.107   0.007  0.05     0.008 -67293.662   1110.091  0.11  0.003 0.153  0.003 0.054  0.001 1484.741  29.661   -2.996   708.88 -110023.229    257.729
     ruprecht_117  6.694   0.088  6.072    0.081  6.388  0.081 0.049   0.003 0.081     0.007 -64791.813    727.567 0.116  0.002  0.16  0.002 0.057  0.001 1560.908  19.046   34.529  722.724 -109715.407     180.33
     ruprecht_119  6.993   0.241   6.65    0.137  6.822  0.188 0.025   0.007 0.052      0.01 -61087.953   1544.787 0.126  0.004 0.172  0.005 0.062  0.002 1664.095  42.501   21.124  776.129 -108978.453    322.351
     ruprecht_121  7.615   0.105  6.514    0.044  7.069   0.07 0.078   0.005 0.027     0.002 -59119.875    546.417 0.131  0.002 0.178  0.002 0.064  0.001 1711.692  14.844    0.362  808.406 -108381.917    122.146
     ruprecht_126  5.532   0.159  4.111    0.204  4.846  0.159 0.144    0.02 0.092     0.013 -81373.821   2075.894 0.084  0.003 0.122  0.004 0.043  0.001 1161.285  44.617   60.876  531.046 -114801.391    834.217
     ruprecht_128  7.643   0.095   6.42    0.058   7.04  0.074 0.087   0.003 0.118     0.011 -59345.969    581.691  0.13  0.002 0.178  0.002 0.065  0.001 1701.403  16.414   58.085   784.32 -108307.952    112.239
     ruprecht_130  6.491   0.129  5.393    0.113   5.95   0.12 0.092   0.002 0.065      0.01 -68901.258   1189.253 0.107  0.003 0.149  0.003 0.053  0.001 1449.457  28.805   41.048  672.331 -110616.674    360.819
     ruprecht_151  10.16   0.364  9.099    0.048  9.639  0.199 0.055   0.016 0.112     0.013   -42982.1   1021.463 0.188  0.004 0.251  0.006 0.096  0.003  2270.02  37.776   24.125 1069.518 -108309.267     69.807
      ruprecht_16 10.832   0.314 10.186     0.11 10.508  0.211 0.031   0.009 0.091     0.015 -38770.148    968.361 0.208  0.005 0.276  0.006 0.107  0.003 2455.072   42.11   30.168 1145.238 -109421.534    243.757
     ruprecht_161  8.164   0.021  6.428     0.54  7.307  0.268 0.119   0.041 0.099     0.013 -57312.671   1974.877 0.136  0.006 0.185  0.007 0.068  0.003 1750.493  74.968    57.78  810.586 -107694.563    193.358
     ruprecht_164  7.808   1.455  7.659    0.842  7.738  1.007 0.079    0.07 0.096     0.019 -54235.633   6475.282 0.146  0.022 0.197  0.028 0.073  0.012 1868.781 202.248   47.883  875.271 -107984.497    798.346
     ruprecht_167  7.703   0.023  6.577    0.058  7.146  0.038 0.079   0.004   0.1     0.006 -58524.647    287.647 0.133  0.001 0.181  0.001 0.066    0.0 1727.787   9.246   43.956  807.211 -108245.557     25.226
     ruprecht_176   6.55   0.097  6.031    0.077  6.291  0.086 0.041   0.003 0.042     0.008 -65666.376    781.276 0.114  0.002 0.158  0.002 0.056  0.001 1540.211  19.868   -7.039  734.353  -109986.34    209.882
      ruprecht_18 10.486   0.152  8.527     0.07  9.524  0.104 0.103   0.005 0.201     0.013 -43579.212    540.994 0.186  0.002 0.248  0.003 0.098  0.002 2229.033  19.981   26.439 1059.733 -107723.322     58.341
      ruprecht_23  9.966   0.123  8.777    0.249  9.381  0.181 0.064   0.009 0.152     0.026 -44329.497    954.202 0.182  0.004 0.243  0.005 0.095  0.003 2214.062  39.487   72.726  1019.31 -108021.685    185.275
      ruprecht_27  9.698   0.055  7.906     0.04  8.813  0.042 0.102   0.003 0.057     0.005  -47474.75      241.7  0.17  0.001 0.227  0.001 0.084  0.001 2083.333   8.686   14.974  975.814 -107424.373     29.399
      ruprecht_28 11.439    0.15  9.538    0.157  10.51  0.147 0.091   0.004 0.306     0.014 -38763.211     675.22 0.208  0.003 0.276  0.004 0.118  0.003 2434.199   30.71   77.385 1121.911 -108830.929    212.696
      ruprecht_29  9.874   0.351  8.904    0.294  9.392  0.288 0.056   0.009  0.06      0.01 -44273.378   1517.396 0.183  0.006 0.244  0.008 0.092  0.004 2220.086  59.499   35.894 1037.882 -108158.232    201.169
      ruprecht_33  9.871   0.083  7.757    0.055  8.831  0.066  0.12   0.002 0.101     0.008 -47370.425    382.082  0.17  0.001 0.228  0.002 0.086  0.001 2078.915  13.579   36.399  974.138 -107197.501     32.411
      ruprecht_34 10.536   0.281  9.266    0.175  9.907  0.227 0.064   0.005 0.196     0.031 -41632.175   1116.912 0.194  0.005 0.259  0.007 0.104  0.005 2322.265  45.333   83.828 1079.404 -108457.914    190.242
      ruprecht_35 10.183   0.088  9.581    0.112  9.144  0.162 0.031   0.002 0.162     0.007 -45608.747    886.911 0.177  0.004 0.237  0.005 0.092  0.002 2136.268  38.363   42.547  992.899 -107086.191    217.571
      ruprecht_36 10.106   0.177  8.666    0.131  9.404  0.152 0.077   0.004  0.24     0.033 -44208.615    802.527 0.183  0.003 0.244  0.004 0.099  0.004 2211.459  30.594  134.667 1005.397 -107862.801      86.05
      ruprecht_41 11.744    0.47 10.278    0.248 11.012  0.352 0.068    0.01 0.066     0.013 -36529.754   1506.765 0.219  0.008 0.291   0.01 0.113  0.005 2550.555  68.949   -2.413 1209.719 -109923.879     480.02
      ruprecht_42 11.363   0.305  9.919    0.744 10.637  0.519 0.068   0.024 0.174     0.016 -38183.722   2300.707 0.211  0.012  0.28  0.015 0.112  0.008 2472.201 112.373   21.025 1176.013 -109331.534    935.376
      ruprecht_43 11.239   0.435  9.678    0.859 10.735  0.756 0.075   0.027 0.072     0.013 -37745.497   3287.788 0.213  0.017 0.283  0.022  0.11   0.01 2482.257  161.12   -14.08 1187.978 -109198.774   1353.208
      ruprecht_45 12.963   0.241 10.121    0.146 11.578  0.192 0.124   0.004 0.607     0.023 -34157.348    775.913 0.232  0.004 0.309  0.006 0.155  0.005 2626.706  36.917   15.914 1266.266 -109755.357    289.035
      ruprecht_47 10.061   0.091  8.344    0.256  9.218  0.167 0.094   0.011 0.049     0.013 -45207.634    906.989 0.179  0.004 0.239  0.005  0.09  0.002 2171.903  38.945   27.706 1016.259 -107693.006    216.797
      ruprecht_50  9.457   0.042   7.86    0.067  8.668  0.052 0.092   0.003 0.083     0.008 -48319.139    308.042 0.166  0.001 0.223  0.001 0.083  0.001 2055.305  11.834   -17.65  983.685 -107475.187     36.018
      ruprecht_54 12.757    0.78 10.758    0.202 11.767  0.495 0.085   0.021 0.134     0.022 -33399.561    1950.58 0.236  0.011 0.313  0.015 0.126  0.008  2696.76  90.535   34.897  1271.12 -110998.396    656.199
      ruprecht_58 10.613    0.21  8.631    0.113  9.641  0.159 0.103   0.005 0.228     0.029 -42975.563    812.352 0.188  0.004 0.251  0.005 0.101  0.003 2252.363  30.951  109.111 1035.899 -107801.521     90.437
      ruprecht_60 11.526    0.87  9.497    0.233 10.536  0.556 0.097   0.025 0.453     0.058 -38644.177   2492.361 0.208  0.012 0.277  0.016 0.128  0.012 2433.278 100.332   68.082 1156.538 -108662.478    397.582
      ruprecht_61  9.565   0.133  9.088     0.18  9.333   0.15 0.026   0.006 0.216      0.02  -44585.74    801.238 0.181  0.003 0.242  0.004 0.097  0.003 2207.717  31.729   -55.65 1075.609 -108126.673    113.786
      ruprecht_63 10.305   0.104  8.453    0.081  9.401  0.086 0.099   0.004 0.331     0.009 -44221.789    454.957 0.183  0.002 0.244  0.002 0.103  0.002 2200.834  17.605   58.446 1034.976 -107559.193     65.117
      ruprecht_66 10.987   0.228  9.497    0.071 10.254  0.139 0.073   0.009 0.202     0.006 -39955.277    657.503 0.202  0.003 0.269  0.004 0.109  0.002 2391.432  26.301   26.688 1130.076 -108769.414      106.4
      ruprecht_68  9.737   0.081  9.093    0.059  9.437  0.059 0.034   0.004 0.646      0.03 -44032.102    312.923 0.184  0.001 0.246  0.002 0.124  0.002 2209.443  11.973 -137.783 1135.365 -107619.856     53.808
      ruprecht_71  8.661   0.013  8.524    0.015  8.095  0.042 0.008   0.001 0.035     0.002 -51854.288    269.439 0.154  0.001 0.207  0.001 0.076  0.001 1939.133  10.128   27.385  904.526 -107659.211     24.569
      ruprecht_75 11.918   0.225  8.676    0.025 10.335  0.126 0.157   0.008 0.354     0.015 -39574.209    588.853 0.204  0.003 0.271  0.004 0.118  0.002 2362.338  19.804   83.988 1092.532 -107558.943     32.451
      ruprecht_78 10.113   3.849  9.151    1.945   9.64  3.639 0.096   0.067 0.196     0.147 -42979.261  11702.555 0.188  0.085 0.251  0.115   0.1   0.08 2269.204 545.827   47.899 1162.228 -108283.269   4159.199
