             NAME       GLON       GLAT     r_cl r_c_mean r_c_median r_c_mode r_c_16th r_c_84th  r_c_std r_t_mean r_t_median r_t_mode r_t_16th r_t_84th  r_t_std ell_mean ell_median ell_mode ell_16th ell_84th  ell_std theta_mean theta_median theta_mode theta_16th theta_84th theta_std   CI n_memb_k n_memb  a_f      M_mean    M_median      M_mode      M_16th      M_84th       M_std   z_mean z_median   z_mode   z_16th   z_84th   z_std   a_mean a_median  a_mode  a_16th   a_84th   a_std bf_mean bf_median bf_mode bf_16th bf_84th  bf_std Av_mean Av_median Av_mode Av_16th Av_84th  Av_std  dm_mean dm_median  dm_mode  dm_16th  dm_84th  dm_std    pmRA pmRA_std    pmDE pmDE_std         Xgc   Xgc_std         Ygc   Ygc_std        Zgc  Zgc_std        Rgc   Rgc_std  lkl N_cl    t_rlx
----------------- ---------- ---------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- ---------- ------------ ---------- ---------- ---------- --------- ---- -------- ------ ---- ----------- ----------- ----------- ----------- ----------- ----------- -------- -------- -------- -------- -------- ------- -------- -------- ------- ------- -------- ------- ------- --------- ------- ------- ------- ------- ------- --------- ------- ------- ------- ------- -------- --------- -------- -------- -------- ------- ------- -------- ------- -------- ----------- --------- ----------- --------- ---------- -------- ---------- --------- ---- ---- --------
          ubc_502    286.771     -0.918 0.074492  0.06453   0.062669 0.059954 0.038396 0.090503 0.024932 0.112822   0.113854 0.120638 0.090354 0.135349 0.020957 0.359703    0.35142 0.248847   0.1317 0.593402 0.203237   0.436918          nan   1.215102        nan        nan  1.029408  0.8       33     39  1.0   454.21652   447.62574   447.45395   381.11859   541.05577    69.58107 -0.10156 -0.02917 -0.22842 -0.07477  0.03791 0.19089  8.59424  8.62318 8.64425 8.43547  8.72558  0.1452 0.48508   0.48485 0.48495 0.46465 0.50505 0.02345  0.8125   0.80909 0.82188 0.66866 0.93998 0.14186 11.16157  11.15718 11.14821 11.10177 11.22247 0.05588  -5.715    0.078   2.083    0.087  -7812.9539   14.2115  -1755.7048   45.5925    -3.3484   3.8804  8007.4257     5.487 1.72  101   67.239
          ubc_503    286.807     -4.117 0.158338 0.066271    0.05615 0.043749 0.033946  0.09994 0.037643 0.245604   0.251244 0.278384 0.192761 0.296105 0.046336 0.327604    0.32612 0.355341 0.117834  0.53508 0.185521  -0.659266          nan  -1.253672        nan        nan  1.012962 0.79       81     78  1.0   555.00718   550.65005   539.45647   485.89259   619.11082     74.6184  0.01662 -0.07232  -0.0524 -0.11002  0.09205  0.1751  9.13997  9.14081 9.14171 9.10761  9.16784 0.03201 0.34735   0.35065 0.35054 0.32468 0.36364 0.02056 0.59559   0.60825 0.63126 0.47686 0.68573 0.11588  11.5481  11.54931  11.5514 11.49055  11.6065 0.05399  -7.453    0.103   5.241    0.086  -7743.3313   15.1127  -1969.9648   47.6262  -122.5452   5.1999  7993.3976    5.7047 1.45   77  102.806
          ubc_504 287.617862  -2.218048  0.09572 0.072829    0.06685 0.047906 0.035141 0.111186 0.036699  0.14109   0.145036 0.166126 0.103342 0.177417  0.03272  0.39827   0.413796 0.505939 0.168222  0.61351 0.200452   0.763148          nan   1.172076        nan        nan  0.892966 0.95      107     91  1.0   598.25344   594.28094   587.82646   517.21701   680.86668    90.02192 -0.61004 -0.34806 -0.51837 -0.72958 -0.09778 0.29466  7.46727  7.47337 7.48514 7.29112  7.65481 0.17201 0.48227   0.49091 0.49378 0.43636 0.52727 0.04794 1.74853   1.75124  1.7579 1.67313 1.81845 0.07054 13.05746  13.03825  13.0285 12.78917 13.32577 0.26163  -5.781    0.061   2.952    0.052  -6681.8428  292.0872   -5242.597   918.502  -185.9964  38.4218  8495.1444  343.9433 0.83   57   60.642
          ubc_505     287.66     -1.078 0.069185 0.057343   0.051264 0.041897 0.028859 0.090712   0.0291 0.103926   0.107835 0.121022 0.076621 0.128132 0.022832 0.466284   0.506104 0.612063 0.202717   0.6862 0.216458   0.124131          nan   1.241087        nan        nan  1.044499 0.93       71     56  1.0   613.27862   633.07797   644.53638   477.07313   702.95976    101.3131 -0.54849 -0.78049 -0.41316 -0.90478 -0.54305 0.18047  8.44782  8.44131 8.33562 8.27022  8.62129 0.15655 0.43487   0.43373 0.44226 0.40964 0.45783 0.03026 1.28617   1.27635 1.26517 1.21363 1.37537 0.08722 12.23792  12.23756 12.27617 12.11271 12.35703 0.11604   -5.95    0.058   2.217    0.059  -7312.7838   70.2059  -3221.7468  221.7538   -40.2659   5.4919  7991.9404   24.4513 1.07   84   59.741
          ubc_506    287.849     -3.166 0.123914 0.105015   0.098703 0.069086 0.052461 0.161996 0.050147 0.205277   0.210713  0.23083 0.171634 0.238322 0.031946  0.31746    0.30166 0.153172 0.094491 0.535542 0.198303  -0.073832          nan  -1.243923        nan        nan  1.030092 0.93       77     94  1.0   587.40376   561.60005   514.86177   494.03477   678.86456    98.70467 -0.61745 -0.48419 -0.67921 -0.72622 -0.38045 0.18978   8.3822  8.37307 8.28998 8.23042  8.55361 0.15781  0.3314   0.33333  0.3135 0.29885 0.35632 0.02863 1.37148   1.39017 1.42143  1.2433 1.49174 0.11989 12.42273  12.42184 12.42095 12.31159 12.53233 0.10439  -6.166    0.087   3.452    0.093  -7312.9495   51.5173  -3208.6076  161.1589  -159.0299  11.4758  7976.6471   17.4363 1.41   88  169.585
          ubc_507    288.981     -1.891 0.092963 0.054504   0.048164 0.034602 0.026405 0.083959 0.029285 0.128623   0.128421 0.119515 0.091615 0.167397 0.033237 0.363357     0.3674 0.424194 0.123948 0.583682 0.202855    0.16561          nan   0.233516        nan        nan  0.582379 0.95      112    102  1.0   656.51254   647.41814   703.33032   570.23287   724.08374    85.30971   -0.783 -0.19969 -1.05665 -0.92588 -0.03676 0.39035  7.89268  7.88811 7.88697 7.81062  7.98574 0.09778 0.44062   0.44262 0.44138 0.39344  0.4918 0.04558 1.84452   1.85026 1.88588 1.78501 1.90522 0.05985 13.40762   13.3672 13.30514 13.22618 13.61379 0.19297  -6.461    0.042   2.955    0.045  -6306.3616  293.9002    -5932.09  855.8845  -187.5775  30.9738  8656.1913  367.9187 0.94   62  103.676
          ubc_508    289.217     -0.714 0.079524 0.065713   0.063823 0.061839 0.043129 0.087781 0.022226 0.108233   0.106098 0.096418 0.084752 0.133603 0.022748 0.473343   0.498225 0.555537 0.286822 0.643929 0.174351  -1.065707          nan  -1.104958        nan        nan  0.488118 0.89      124    110  1.0  2009.61589  2022.96282  2138.81486  1766.95233   2229.5091   239.89057  0.05362 -0.10185  0.10051 -0.11937  0.08789 0.17961   8.8493  8.85354 8.85351 8.80203  8.89742 0.04497 0.45816   0.45926 0.46677 0.42963 0.48148 0.02792 1.91278   1.88123 1.78881 1.75829 2.09474 0.16916 13.42541  13.42928  13.4341 13.33742 13.50998  0.0903  -5.246    0.146    2.25    0.051   -6186.137  213.6652  -6163.2759  613.5751   -60.2519  10.8413  8726.5428    249.14 1.18  140  148.645
          ubc_509    289.476     -1.248  0.12691 0.152535   0.154199 0.159128 0.101989 0.202467 0.046796 0.214845    0.22042 0.234697 0.184455 0.243511  0.02848 0.460198   0.492124 0.561701 0.248229 0.650798  0.19285   0.506506          nan    0.52139        nan        nan   0.38347 0.96      126    109  1.0   261.96146   245.89513   232.31974   207.14417   310.74987    64.69967 -0.10617  0.03896  0.09036 -0.33291  0.12201 0.23491  8.42999  8.42016 8.38668 8.28689  8.58162 0.14987 0.50861       0.5 0.49999 0.46429 0.53571 0.04281  0.9092   0.87975 0.85389 0.78321 1.06129 0.14537 12.28557  12.32272 12.37462 12.11959 12.42456 0.14551   -6.57    0.044   2.424    0.043  -7311.5612   76.4306  -2908.4933   215.569   -44.3445   5.0605  7868.9661   11.4702 0.93   28   18.016
          ubc_510    289.829     -2.919 0.044164 0.033794   0.031032 0.022638 0.015906 0.053082 0.017696 0.063849   0.065123 0.075809 0.046409 0.081068 0.015639 0.396979   0.383936 0.292712 0.139935 0.661972 0.230293   0.230575          nan   1.080443        nan        nan  0.951111 0.92       16     19  1.0   605.62717   568.55937   515.57419   476.74259   760.08688   145.49824  -0.1621 -0.13195 -0.10645 -0.43526  0.14477 0.30678  7.52869  7.53187 7.53944 7.41023  7.64466 0.11903 0.49149   0.49315 0.48013 0.45205 0.53425 0.04296 1.68723   1.68328  1.6781 1.60058 1.77812 0.09284 13.09168  13.10449 13.13049 12.92024 13.24578 0.16175  -5.681    0.055   2.135     0.06  -6665.5299   96.5001  -4647.0204  266.9084  -226.5788  15.5116  8127.6064    64.397 1.28   75   81.266
          ubc_511    290.178    -12.045 0.330384 0.039139   0.032614 0.027334 0.020724 0.054915 0.026615 0.499072   0.513955  0.57191 0.380454 0.612618  0.10573 0.476934   0.505963 0.550266 0.286607 0.659389  0.18278   0.169912          nan   0.159793        nan        nan  0.325072 0.75       38     35  1.0    318.9594   301.88953   263.73152   231.47943   411.40453    94.85281 -0.30487 -0.03354 -0.31678  -0.1007   0.0196 0.13295  8.64307  8.64306 8.59569 8.44138  8.84613 0.19571 0.32838   0.33333 0.33299 0.30159 0.34921 0.02683 0.87512   0.84924 0.69626 0.60053 1.16955 0.27782 10.50492  10.50111  10.4908 10.42198 10.58921 0.07787  -6.673    0.083   6.241    0.117  -7901.7872   15.6003  -1197.4145   41.4319  -244.5941   9.6628  7995.7783    9.5527 1.81   63   67.004
          ubc_512    290.248     -0.229 0.086607 0.064115   0.058203 0.045391 0.028231  0.10215 0.034537 0.125441   0.129849 0.152599 0.088269 0.161439 0.032585  0.49695   0.514153 0.662224 0.187707 0.785819 0.258671  -0.529239          nan  -0.651372        nan        nan  0.813813 0.98       51     36  1.0  1121.32889  1103.86098  1102.81069    972.7789  1251.66644   155.21587  0.05084  0.07645 -0.05154 -0.06167  0.23887 0.15981  8.81307  8.80655  8.8012 8.75647  8.88027 0.05422 0.49575       0.5 0.49866 0.46591 0.53409  0.0343 1.50427   1.51355 1.53807 1.39937 1.60248 0.10532 12.94545  12.94972 12.99265 12.83747 13.04662  0.1024  -6.262    0.056   1.943    0.046  -6783.4277  166.3392  -4227.4977  451.5098     5.0863   4.4431  7990.3908   86.6577 0.85   89   85.269
          ubc_513    292.834     -0.273 0.167599 0.130632   0.131642 0.138361 0.073576 0.185054 0.052053 0.207613   0.205078  0.20216 0.169068 0.245987 0.038884 0.386681   0.387618 0.467738 0.142856 0.617164 0.212008   0.596052          nan   0.871758        nan        nan  0.707944  0.0       83     73 0.84   225.78408   218.20113   214.30692   173.54138   280.00183    52.33615 -0.34558 -0.11611 -0.20955 -0.46252  0.02601 0.28668  8.34653  8.35512 8.37293 8.12504  8.56848 0.21705 0.31494   0.30556 0.30548 0.27778 0.36111 0.04523 1.35001   1.32343 1.27229 1.14262  1.5842 0.22009 11.92375  11.92112 11.91586 11.83173 12.01829 0.08726  -5.623    0.055   0.562    0.057  -7334.9971   32.1503  -2384.7055   76.1955    12.0364     3.09  7713.9928    8.1367 0.95   37   53.938
          ubc_514     293.35     -13.07 0.312006 0.254562   0.236781 0.205334 0.122038 0.393591 0.129285 0.472605   0.490463 0.556198  0.35281 0.583296 0.105047 0.544449   0.582229   0.7871 0.217896 0.839072 0.267163  -0.266737          nan  -0.130912        nan        nan  0.598571 0.94       41     21  1.0  1126.18306  1142.28537  1162.25416   949.33292  1266.76768   167.12158 -0.01026  0.02664  0.08275  -0.0349  0.26478 0.15856  9.50219  9.49267 9.46856 9.45028  9.56688 0.05822 0.41588   0.41573 0.41739 0.40449 0.42697 0.01306  0.3116   0.31171 0.23156 0.20844 0.42498 0.09928 11.24157  11.22998 11.20822 11.14543 11.34942 0.09449  -6.904    0.162   1.143     0.17  -7629.0802   75.8358   -1657.318  173.3051  -391.3973  43.4044  7815.9898   33.2458 1.87  179  444.907
          ubc_515 296.829385  -0.738568 0.021219 0.024116   0.024137 0.024239 0.015331 0.033122 0.008234 0.035743   0.036852 0.039606   0.0302  0.04091 0.005148  0.26721   0.230019 0.130684  0.06833 0.468971 0.196109  -0.092412          nan  -0.241549        nan        nan  0.844656 0.76       13     15  1.0   648.07901    653.3599   673.51286   522.80195    771.6223   122.33718 -0.22253  0.13322 -0.22923 -0.23362  0.24881 0.21344  7.39592  7.39865 7.42554 7.28799  7.49283  0.0961 0.42162   0.42623  0.4312 0.37705 0.45902 0.04112  1.5851   1.59672 1.62566 1.47315 1.68734 0.10242 12.66928  12.67203  12.6885 12.55796 12.77532 0.10574  -6.172    0.054   0.716    0.067  -6873.8734  130.8248  -2898.5607  257.0278   -20.1373   4.7051  7459.7046   18.3527 1.52   62   62.352
          ubc_516     298.16      0.157 0.151737 0.145449   0.143942 0.137466 0.101271 0.190354 0.041287 0.231862   0.231108 0.229142 0.208463 0.255444 0.023842 0.439634   0.458634 0.487811 0.326929 0.545885 0.112489   0.209147          nan   0.231277        nan        nan  0.171276 0.78      251    238  1.0   570.36468   535.93942   500.36043      439.67    740.9948   143.00274 -0.24624  -0.0438 -0.01273 -0.29358  0.20567 0.26832  8.77935  8.81559 8.83188  8.6446  8.90542 0.16047 0.47748   0.47692  0.4806 0.44615 0.52308 0.03935 1.65541   1.59247 1.57488 1.43828 1.92173 0.26603 12.29902  12.31257 12.33112 12.12202 12.46362  0.1533   -4.78    0.054   0.514    0.061   -6809.247   78.0971  -2856.6543  145.4145    30.8659   3.3222  7384.7476   17.8496 1.11   68   35.568
          ubc_517    298.367     -1.287 0.578398 0.577418   0.576535 0.573766 0.559605 0.595852  0.01825 0.588628   0.588159 0.588214 0.571754 0.605301  0.01649 0.082366   0.081169 0.085314 0.033142 0.128644 0.044801   0.750773          nan   0.795765        nan        nan  0.435472  0.0     2322   2312 0.79   260.07381   249.88602    203.7304   191.06635   313.33246    76.44026 -0.75497 -0.17727 -0.45189 -0.70214   0.0065 0.29167  6.91998   6.8897 6.84739 6.75599  7.12546 0.17446 0.57934   0.58621 0.58611 0.51724 0.62069 0.05623 1.31869   1.30955 1.27208 1.16525 1.47965 0.14551 11.75948  11.76135 11.77739 11.56953 11.94187 0.19123  -5.713    0.061   0.026    0.051  -7223.8449   39.8928  -2071.6072   75.3686   -29.9491    2.801  7515.4314   17.6903 0.54   29   83.854
          ubc_518 299.192729   -0.34392 0.035166 0.021016   0.018112 0.013605 0.009033 0.033579  0.01257 0.045005   0.045325 0.045783 0.027762 0.062214 0.014874 0.433449   0.438675 0.423977 0.166355 0.685045 0.227634  -0.499404          nan  -0.963148        nan        nan  0.761681 0.92       12     13  1.0   581.30478   560.02002   507.79851   469.71356   700.67175   126.72654 -0.30522 -0.24313 -0.36396 -0.48816  0.01283 0.25563  7.23041  7.16335 7.14072 7.07733  7.44272 0.20921 0.46951   0.47368 0.46088 0.43421 0.51316  0.0403  2.0889   2.09915  2.1191 1.96264 2.20764 0.12104 12.51912  12.51863  12.5136 12.45361 12.58651 0.06067  -6.395     0.46  -0.025    0.129  -6665.7808   44.2568   -3000.856   77.6008      3.595   8.1531    7311.83   11.8803 0.95   77   600.62
          ubc_519    299.275      2.262 0.052652 0.032782   0.028743 0.021291 0.014481 0.051862 0.019205 0.067776   0.067742 0.066406 0.044065 0.092589 0.021239 0.390814   0.376982  0.35439 0.143117 0.648951 0.224775  -0.127043          nan  -0.452298        nan        nan   0.82433 0.93       13     14  1.0    430.4965   404.30018   378.47928   326.22751   537.05574   118.14258 -0.50804 -0.55424 -0.66634 -0.72716 -0.40202 0.22926  8.88282  8.90109 8.90524 8.75145  9.02145  0.1406 0.44926   0.44118 0.44135 0.41176     0.5 0.05165 1.93341   1.99203 2.10771 1.66964 2.17506 0.26221 12.14776  12.13595  12.0738 12.00454 12.29515  0.1409  -5.629    0.044    0.93     0.04  -6872.7745   79.7788  -2617.7817  141.8017   140.4253   6.5328   7357.051   23.0124 0.77   34   24.719
          ubc_520    300.245      -3.94 0.106632 0.048141   0.042345 0.030255 0.022389 0.074543 0.026921 0.119561   0.113048 0.099379 0.078674 0.164927 0.039622 0.316079    0.30141 0.258803 0.099795 0.524716 0.194761  -0.392709          nan  -0.948109        nan        nan  0.826958 0.89       31     33  1.0    334.5279   313.47743    283.1616   259.89435   399.20001    84.62579 -0.35691 -0.42132 -0.24459 -0.59078 -0.19881 0.18809  9.03046  9.02603 9.01787 8.95986   9.1037  0.0687 0.49675       0.5 0.48611    0.45 0.53333 0.03745 1.33998   1.34449 1.34243 1.21123 1.47422 0.13316 11.29373  11.29144 11.28877 11.21818 11.37132 0.07538   -4.93    0.059  -0.068    0.071  -7375.9899   26.8534  -1655.2923   45.9888  -106.3479   4.3296  7560.1717    16.503 1.14   61   35.768
          ubc_521 300.644649  -1.400733 0.078424 0.042681   0.033957 0.024282 0.018281 0.069153 0.028405 0.114168   0.118331 0.136585 0.080142 0.145372  0.02869 0.306144   0.291497 0.141183 0.084998 0.529014 0.195909  -0.056392          nan  -0.435401        nan        nan  0.798188 0.82       37     46  1.0  1187.41679  1189.45867    1208.125  1069.05851  1310.45535   129.02086  0.06263  0.68038  0.22648  0.24953  0.82529 0.32721   8.7755  8.77005 8.88423 8.67989  8.89398 0.10538 0.47022     0.472 0.46098    0.44   0.504 0.03157 2.31417    2.3191 2.32285  2.1812 2.45041  0.1257 12.08023  12.04822 12.00805 11.97317 12.19548 0.10676   -8.48    0.073  -0.832    0.058  -6755.3369   91.2507   -2685.821   153.731   -52.8585   6.4553  7267.7207   30.2901 1.16  130  127.238
          ubc_522    301.962      1.231 0.179166 0.166363   0.164128 0.162843 0.111377 0.219264 0.052423 0.261765   0.257751 0.243799 0.214909 0.312173 0.045173 0.281147   0.277246 0.313007 0.091915 0.464476 0.165492  -0.030647          nan  -0.044396        nan        nan  0.574944 0.85       93     89  1.0  1338.66955  1329.94192  1178.82572  1163.44628    1503.425   155.36696 -0.01786  0.04008 -0.05079 -0.08068  0.14418 0.09174  7.33142  7.33637   7.345 7.29905  7.35724  0.0302 0.50364   0.50267 0.49795 0.48128 0.52941 0.02474 2.51832   2.52509 2.54186 2.46206 2.56607 0.05095 11.64353  11.64208 11.68482 11.57133 11.71679 0.07056  -4.459    0.078   -1.13    0.084  -7130.2618   94.4326  -1936.7396  150.9792    71.1783   5.8476  7389.8262   50.8564 1.23  187  172.085
          ubc_523    302.435     -3.339 0.061868 0.042667   0.040637 0.032904 0.024095 0.061372  0.01825 0.085196   0.083966 0.078224 0.064947 0.107086 0.018839 0.277601   0.257035 0.128652 0.076336 0.479265 0.185143   0.076678          nan   0.532325        nan        nan  0.699758 0.83       34     41  1.0   750.17726   728.38471   672.25929   627.98965   883.22012   126.49615 -0.69951 -0.55041  -0.7221 -0.77213 -0.29212 0.26778  8.64166  8.64631 8.69167 8.49749  8.76812 0.14221 0.48541   0.48864 0.49969 0.45455 0.52273 0.03573 2.05736    2.0719 2.08514 1.93992 2.17698 0.12344 12.01202  11.97827 11.93927 11.80998 12.23947 0.21253   -5.06    0.061     0.0    0.078  -6644.4036  180.1222  -2674.1588  284.3178  -163.3005  20.5145  7162.8072   58.9289 1.44   88   29.877
          ubc_524    302.818      1.875 0.308358 0.095692   0.084526 0.072252 0.060992 0.130288 0.040856 0.322712   0.320658 0.318269 0.278289 0.366166 0.045111 0.203128   0.197359 0.189012 0.068548  0.33377 0.121705  -0.324984          nan   -0.45695        nan        nan  0.566862  0.0      308    312 0.87  1057.12412  1033.82129  1028.48689   785.45971  1373.58942   243.35494 -0.43015 -0.54108 -0.41483 -0.71891 -0.42618 0.15331  8.85378  8.85367 8.80285 8.79101  8.91472 0.06211 0.48287   0.48333 0.47923 0.45833 0.50833  0.0268 1.79457   1.78866  1.7827 1.73038 1.85957 0.07801  12.3231   12.3162 12.30441 12.21743   12.434 0.10769  -6.546    0.082  -0.764     0.07  -6416.3199  154.5559  -2979.7459  240.7394   135.8028   10.526  7078.2105    44.427 1.21  121   88.721
          ubc_525 304.310658  -1.052851 0.093308 0.050795   0.044406 0.033526  0.02336 0.079983 0.028603 0.114119   0.112126 0.094208 0.074503 0.156002 0.036479  0.56238   0.613746  0.69824 0.335717 0.768599 0.216382   0.959511          nan   1.263982        nan        nan  0.890089  0.9       26     21  1.0   853.16939   835.01287   821.64456   779.73644   951.50614    87.29095 -0.23566 -0.09203 -0.27434 -0.50123 -0.00617 0.26872  6.99019  6.99393 7.03105 6.92599  7.04611 0.06189 0.52474   0.53043 0.53193 0.48696 0.55652 0.03566 2.49339   2.49082 2.49075 2.43759 2.54359 0.05809  11.6017  11.59195 11.57997  11.5402 11.66767 0.06433  -4.228    0.066  -1.184    0.061  -7061.5196    30.133  -1869.5351   40.6044   -19.0631   8.1484  7305.6646   19.4178  1.3  120  254.235
          ubc_526    306.065      0.182 0.225187 0.204116   0.201348 0.200718 0.136728 0.269028 0.063652 0.333575   0.328863 0.319549 0.282721 0.387467 0.049543 0.241927   0.242545 0.269486 0.099359 0.375596 0.128851   0.819539          nan   1.171756        nan        nan  0.904245 0.81      208    201  1.0    944.2568   938.12157   927.56643   872.10198  1026.78277    90.85448 -0.44504 -0.76218 -0.51916 -0.89015 -0.70504  0.1006  6.71859  6.70398 6.70043 6.69396  6.77562 0.03394 0.47466   0.47685 0.48565 0.44444 0.50463 0.02961 1.79549   1.80262 1.80543  1.7564 1.83473 0.04775 11.32217  11.32006 11.31681 11.28023  11.3602 0.04107  -4.212    0.134  -1.798    0.142  -7156.0256  113.8035  -1623.4269  156.8625    27.7941    3.996  7338.7465   74.3547 1.75  216  128.881
          ubc_527    307.548     -4.198 0.142433 0.153194    0.15374 0.157728 0.111451 0.193026 0.039619 0.220482   0.218984 0.211087 0.187334 0.255885 0.031724 0.201607   0.187141 0.128965 0.060218 0.342794 0.130493  -0.158223          nan  -0.770382        nan        nan  0.841858 0.78       84     91  1.0   293.98086   283.63691   270.81253   231.67253   362.05805    63.32777    -0.34 -0.46518 -0.40906  -0.5869   -0.386 0.12526  8.20993  8.19928 8.12532 7.97219  8.44521 0.22738 0.42288   0.42105 0.42164 0.38596 0.45614 0.03114 1.26152   1.27006 1.27598 1.13313 1.38858 0.13053 11.13918  11.13809 11.13529 11.08842  11.1868 0.04581  -7.563    0.064  -2.609    0.079  -7295.3826   23.5076  -1361.1691   29.6672  -102.4509   3.6104  7421.1527   17.7487 1.65   57   31.964
          ubc_528    308.491      0.755 0.167768 0.166027   0.162451 0.155155 0.111697 0.221613 0.052026 0.261634   0.260068 0.248544 0.218385 0.307846 0.040141 0.221744   0.204602 0.173122 0.070279 0.375884 0.140746   0.336889          nan   0.991665        nan        nan  0.838395 0.89      131    137  1.0   726.88906   717.56412   720.72061   618.58793   856.07313   114.46817  0.09847  0.12192  0.17751  0.03693  0.41827 0.26676  9.08463  9.08744  9.0968 9.03702  9.12305 0.04772 0.43237   0.42857 0.43818 0.39683 0.47619 0.04189 1.85977   1.84867 1.82811 1.74055 1.98274 0.12078 12.15888  12.14617 12.10311 12.03882 12.28732 0.11901  -4.864    0.052  -1.784    0.059  -6310.6781  151.8493  -2549.1777  191.2448    62.8605   3.4844  6807.0955   73.9796 0.67   64   77.141
          ubc_529    308.807      0.375 0.163323 0.107196   0.103756 0.092423 0.068317  0.14627 0.037098 0.203649   0.196104 0.183217 0.162409 0.247189 0.042777  0.38985   0.402072 0.418222 0.263498 0.516937  0.12959   0.498523          nan   0.536346        nan        nan  0.257802 0.84      174    170  1.0  3014.03179  2997.91093   2994.1137  2732.48539  3278.81805   289.96862  0.03713  0.15496  0.04192  0.03065  0.31936 0.14695  8.24333  8.25169 8.25622 8.05174  8.44669 0.16616  0.4886   0.48669 0.48238 0.46388 0.51331 0.02476 3.45563    3.4739 3.48685 3.35326 3.54719 0.08604 12.20244  12.20588 12.23701 12.12437  12.2856 0.07282  -7.342    0.066  -2.565    0.069  -6132.1096  190.8782  -2749.7012  238.2738    43.0422   7.3902  6718.6386   81.5472 0.84  268  227.646
          ubc_531 311.409405  -1.442547 0.065989 0.033387    0.01918 0.008882 0.004526  0.07199 0.032803 0.097557   0.104406 0.118137  0.06833  0.12521 0.027715 0.444131   0.425431 0.191032 0.125467 0.773305 0.277268   0.223301          nan    0.15468        nan        nan  0.725831 0.94       14     21  1.0   484.17459   477.23745   483.56994   395.20329   564.64754    92.28588   0.0468  0.01462  0.03888 -0.08421  0.21459 0.19594  7.86088  7.86041 7.86326 7.64822   8.0878 0.21522 0.38733   0.38333 0.39086    0.35 0.43333   0.045 2.07214   2.07437 2.06977 1.97604 2.16846 0.09391 11.88138  11.87497 11.86239 11.75394 12.01191 0.12086  -5.276     0.06  -2.938    0.064  -6609.2461    134.05   -1963.476  151.5386   -44.3939   6.3104  6896.3878   85.2473 1.17   62   46.125
          ubc_532      317.9     -3.344 0.113152 0.082159   0.078644 0.064807 0.046811  0.11818 0.033615 0.171967    0.17165 0.165516 0.140847 0.205307 0.029308 0.539902   0.571537 0.602338 0.408571 0.666515 0.142859    0.66874          nan   0.679365        nan        nan   0.25573 0.69       77     72  1.0   580.04101   578.15676   581.50501   494.95069   656.43803    84.44275 -0.23587 -0.29522 -0.46826 -0.49754 -0.12137  0.1807  8.00335  7.99838 7.98213 7.92585  8.10167 0.08935 0.44582   0.44944 0.44373 0.40449 0.48315  0.0391 2.83518   2.82995 2.80855 2.76745 2.90776 0.06366  11.2036   11.1835 11.11893 11.02396 11.40288 0.16204   -2.45    0.097  -3.222    0.107  -6875.8924   64.7795  -1323.7176   58.6119   -93.0859   6.4889  7002.2054   52.7083 1.29   91   39.744
          ubc_533    324.338      3.361 0.375222 0.186876     0.1601 0.126129 0.099847 0.290174 0.093276 0.498516    0.48884 0.464401 0.400026 0.600789 0.096521 0.236492   0.227213 0.168621 0.071507 0.396286 0.146351   0.123799          nan   0.145217        nan        nan  0.575672 0.81      102    110  1.0   329.49851   324.23226   300.27041   281.99748   375.29395    49.87839 -0.58245  -0.1144 -0.69851 -0.66179 -0.04221  0.2932    8.215  8.21544 8.10173 7.95693  8.47447 0.25211 0.49516   0.49515   0.493 0.46602 0.52427 0.02809 1.11214   1.13231  1.1653 0.94095 1.26184 0.15173 10.29535  10.28436 10.27114 10.19427 10.40491 0.10342  -1.789    0.136  -1.325    0.122  -7390.2639   42.4677   -680.9097   30.4416    92.6183   3.7747  7422.0036   39.4653 1.75  105   48.104
          ubc_534    325.376     -3.234 0.222204 0.174332   0.158803 0.118877 0.076373 0.279103 0.093001 0.324145   0.338139 0.383757 0.232864 0.409443 0.081631 0.439858   0.448992 0.601879 0.151801 0.717232 0.244407   0.067796          nan   0.255533        nan        nan  0.634917  1.0       35     26  1.0   495.76887   479.36499   460.05194    413.4737   571.69628    92.04149 -0.10569 -0.00919  0.03447 -0.20173  0.14818 0.17705   8.3501   8.3663 8.37189 8.20375  8.49291 0.14325  0.4586   0.45882 0.45178 0.42353 0.49412 0.02924  1.5713   1.56485 1.58059 1.43644 1.70777 0.12852 11.10895  11.10499 11.08519 11.04179 11.17866 0.06372   -1.51    0.071   -3.62     0.06  -6942.4018    28.132   -963.3195   20.9551   -72.3416    5.082  7008.2132   25.2245 1.51   87  125.797
